Codelist,Code,Label,ParentCode
migration-country,korea-south-republic,"Korea, South / Republic",non-european-union-and-non-commonwealth
migration-country,taiwan,Taiwan,non-european-union-and-non-commonwealth
migration-country,bhutan,Bhutan,non-european-union-and-non-commonwealth
migration-country,maldives,Maldives,non-european-union-and-non-commonwealth
migration-country,nepal,Nepal,non-european-union-and-non-commonwealth
migration-country,cambodia-kampuchea,Cambodia / Kampuchea,non-european-union-and-non-commonwealth
migration-country,east-timor,East Timor,non-european-union-and-non-commonwealth
migration-country,indonesia,Indonesia,non-european-union-and-non-commonwealth
migration-country,laos,Laos,non-european-union-and-non-commonwealth
migration-country,myanmar-burma,Myanmar / Burma,non-european-union-and-non-commonwealth
migration-country,philippines,Philippines,non-european-union-and-non-commonwealth
migration-country,thailand,Thailand,non-european-union-and-non-commonwealth
migration-country,vietnam,Vietnam,non-european-union-and-non-commonwealth
migration-country,angola,Angola,non-european-union-and-non-commonwealth
migration-country,benin,Benin,non-european-union-and-non-commonwealth
migration-country,burkina-faso,Burkina Faso,non-european-union-and-non-commonwealth
migration-country,burundi,Burundi,non-european-union-and-non-commonwealth
migration-country,cape-verde,Cape Verde,non-european-union-and-non-commonwealth
migration-country,central-african-republic,Central African republic,non-european-union-and-non-commonwealth
migration-country,chad,Chad,non-european-union-and-non-commonwealth
migration-country,comoros,Comoros,non-european-union-and-non-commonwealth
migration-country,congo,Congo,non-european-union-and-non-commonwealth
migration-country,congo-democratic-republic,Congo (Democratic Republic),non-european-union-and-non-commonwealth
migration-country,djibouti,Djibouti,non-european-union-and-non-commonwealth
migration-country,equatorial-guinea,Equatorial Guinea,non-european-union-and-non-commonwealth
migration-country,eritrea,Eritrea,non-european-union-and-non-commonwealth
migration-country,ethiopia,Ethiopia,non-european-union-and-non-commonwealth
migration-country,gabon,Gabon,non-european-union-and-non-commonwealth
migration-country,guinea,Guinea,non-european-union-and-non-commonwealth
migration-country,guinea---bissau,Guinea - Bissau,non-european-union-and-non-commonwealth
migration-country,ivory-coast,Ivory Coast,non-european-union-and-non-commonwealth
migration-country,liberia,Liberia,non-european-union-and-non-commonwealth
migration-country,madagascar,Madagascar,non-european-union-and-non-commonwealth
migration-country,mali,Mali,non-european-union-and-non-commonwealth
migration-country,mayotte,Mayotte,non-european-union-and-non-commonwealth
migration-country,niger,Niger,non-european-union-and-non-commonwealth
migration-country,reunion,Reunion,non-european-union-and-non-commonwealth
migration-country,rwanda,Rwanda,non-european-union-and-non-commonwealth
migration-country,sao-tome-and-principe,Sao Tome and Principe,non-european-union-and-non-commonwealth
migration-country,senegal,Senegal,non-european-union-and-non-commonwealth
migration-country,somalia,Somalia,non-european-union-and-non-commonwealth
migration-country,sudan-south,"Sudan, South",non-european-union-and-non-commonwealth
migration-country,togo,Togo,non-european-union-and-non-commonwealth
migration-country,algeria,Algeria,non-european-union-and-non-commonwealth
migration-country,egypt,Egypt,non-european-union-and-non-commonwealth
migration-country,mauritania,Mauritania,non-european-union-and-non-commonwealth
migration-country,morocco,Morocco,non-european-union-and-non-commonwealth
migration-country,sudan-ex,Sudan (Ex),non-european-union-and-non-commonwealth
migration-country,sudan,Sudan,non-european-union-and-non-commonwealth
migration-country,libya,Libya,non-european-union-and-non-commonwealth
migration-country,tunisia,Tunisia,non-european-union-and-non-commonwealth
migration-country,western-sahara,Western Sahara,non-european-union-and-non-commonwealth
migration-country,united-states-of-america-usa,United States of America (USA),non-european-union-and-non-commonwealth
migration-country,puerto-rico,Puerto Rico,non-european-union-and-non-commonwealth
migration-country,united-states-virgin-islands-the,"United States Virgin Islands, The",non-european-union-and-non-commonwealth
migration-country,antilles-curacao,Antilles / Curacao,non-european-union-and-non-commonwealth
migration-country,argentina,Argentina,non-european-union-and-non-commonwealth
migration-country,aruba,Aruba,non-european-union-and-non-commonwealth
migration-country,bolivia,Bolivia,non-european-union-and-non-commonwealth
migration-country,brazil,Brazil,non-european-union-and-non-commonwealth
migration-country,chile,Chile,non-european-union-and-non-commonwealth
migration-country,colombia,Colombia,non-european-union-and-non-commonwealth
migration-country,costa-rica,Costa Rica,non-european-union-and-non-commonwealth
migration-country,cuba,Cuba,non-european-union-and-non-commonwealth
migration-country,dominican-republic,Dominican Republic,non-european-union-and-non-commonwealth
migration-country,ecuador,Ecuador,non-european-union-and-non-commonwealth
migration-country,el-salvador,El Salvador,non-european-union-and-non-commonwealth
migration-country,french-guiana,French Guiana,non-european-union-and-non-commonwealth
migration-country,guadeloupe,Guadeloupe,non-european-union-and-non-commonwealth
migration-country,guatemala,Guatemala,non-european-union-and-non-commonwealth
migration-country,haiti,Haiti,non-european-union-and-non-commonwealth
migration-country,honduras,Honduras,non-european-union-and-non-commonwealth
migration-country,martinique,Martinique,non-european-union-and-non-commonwealth
migration-country,mexico,Mexico,non-european-union-and-non-commonwealth
migration-country,nicaragua,Nicaragua,non-european-union-and-non-commonwealth
migration-country,panama,Panama,non-european-union-and-non-commonwealth
migration-country,paraguay,Paraguay,non-european-union-and-non-commonwealth
migration-country,peru,Peru,non-european-union-and-non-commonwealth
migration-country,st-barthelemy,St Barthelemy,non-european-union-and-non-commonwealth
migration-country,st-martin,St Martin,non-european-union-and-non-commonwealth
migration-country,st-pierre-and-miquelon,St Pierre and Miquelon,non-european-union-and-non-commonwealth
migration-country,suriname,Suriname,non-european-union-and-non-commonwealth
migration-country,uruguay,Uruguay,non-european-union-and-non-commonwealth
migration-country,venezuela,Venezuela,non-european-union-and-non-commonwealth
migration-country,american-samoa,American Samoa ,non-european-union-and-non-commonwealth
migration-country,antarctica-not-otherwise-specified,Antarctica (not otherwise specified),non-european-union-and-non-commonwealth
migration-country,fiji,Fiji,non-european-union-and-non-commonwealth
migration-country,french-polynesia,French Polynesia,non-european-union-and-non-commonwealth
migration-country,french-southern-antarctic-territories,French Southern / Antarctic Territories,non-european-union-and-non-commonwealth
migration-country,guam,Guam,non-european-union-and-non-commonwealth
migration-country,marshall-islands,Marshall Islands,non-european-union-and-non-commonwealth
migration-country,micronesia,Micronesia ,non-european-union-and-non-commonwealth
migration-country,new-caledonia,New Caledonia,non-european-union-and-non-commonwealth
migration-country,tokelau,Tokelau,non-european-union-and-non-commonwealth
migration-country,northern-mariana-islands,Northern Mariana Islands,non-european-union-and-non-commonwealth
migration-country,austria,Austria,non-european-union-and-non-commonwealth
migration-country,switerzerland,Switerzerland,non-european-union-and-non-commonwealth
